"","Altitude","Forest.Cover","Forest.Density","Broadleaf.Trees","E2.Layer","E2.Confiers","E1.Layer","E1Height","Slope","Rocks","Exposition","Species","Count","Site"
"43.14",1045,1,2,"4",3,1,9,2,8,"no","warm","Phylloscopus.sibilatrix",2,43
"1.15",860,4,3,"2",2,2,3,1,8,"no","cold","Anthus.trivialis",0,1
"2.15",1010,4,3,"2",0,0,1,1,5,"yes","cold","Anthus.trivialis",0,2
"3.15",1070,4,2,"2",2,2,4,1,8,"no","cold","Anthus.trivialis",0,3
"4.15",1050,4,2,"2",2,2,3,1,9,"no","cold","Anthus.trivialis",0,4
"5.15",1030,4,2,"2",2,2,6,1,7,"no","cold","Anthus.trivialis",0,5
"6.15",880,4,1,"2",2,2,5,2,9,"yes","cold","Anthus.trivialis",0,6
"7.15",1035,4,3,"2",2,0,1,1,6,"yes","cold","Anthus.trivialis",0,7
"8.15",1130,4,2,"2",2,2,4,1,1,"no","cold","Anthus.trivialis",0,8
"9.15",1090,2,2,"3",2,0,8,1,6,"no","cold","Anthus.trivialis",0,9
"10.15",1105,2,2,"4",3,2,9,2,6,"no","cold","Anthus.trivialis",0,10
"11.15",1240,4,1,"2",1,4,8,2,6,"yes","cold","Anthus.trivialis",0,11
"12.15",1235,4,1,"2",3,2,9,3,7,"no","cold","Anthus.trivialis",0,12
"13.15",1220,3,2,"4",0,0,9,2,6,"no","cold","Anthus.trivialis",2,13
"14.15",1180,0,0,"0",3,1,8,3,7,"no","cold","Anthus.trivialis",0,14
"15.15",1275,3,2,"2",3,2,8,1,5,"yes","warm","Anthus.trivialis",4,15
"16.15",1315,2,2,"0",0,0,9,1,5,"yes","warm","Anthus.trivialis",2,16
"17.15",1275,4,2,"2",2,2,8,2,6,"no","cold","Anthus.trivialis",2,17
"18.15",1330,2,2,"1",1,3,6,2,7,"no","cold","Anthus.trivialis",8,18
"19.15",860,2,2,"1",1,3,8,2,5,"no","cold","Anthus.trivialis",0,19
"20.15",1285,3,2,"2",1,2,7,2,6,"no","warm","Anthus.trivialis",6,20
"21.15",1330,1,1,"1",1,4,8,1,6,"yes","warm","Anthus.trivialis",6,21
"22.15",885,4,2,"1",2,3,7,3,6,"no","cold","Anthus.trivialis",0,22
"23.15",1025,4,2,"2",0,0,4,1,5,"no","cold","Anthus.trivialis",0,23
"24.15",1095,4,2,"3",0,0,8,1,6,"no","cold","Anthus.trivialis",0,24
"25.15",1155,2,2,"2",1,2,6,2,4,"no","cold","Anthus.trivialis",4,25
"26.15",1190,3,2,"2",2,2,5,2,7,"no","cold","Anthus.trivialis",1,26
"27.15",1295,2,2,"0",2,4,6,2,6,"no","cold","Anthus.trivialis",9,27
"28.15",930,4,2,"4",1,0,6,2,8,"no","cold","Anthus.trivialis",0,28
"29.15",1000,3,2,"4",1,0,9,4,7,"no","cold","Anthus.trivialis",0,29
"30.15",1090,4,1,"2",3,4,9,3,5,"no","cold","Anthus.trivialis",0,30
"31.15",1180,2,2,"2",2,2,4,1,3,"no","cold","Anthus.trivialis",2,31
"32.15",1175,3,2,"4",3,0,8,2,4,"no","warm","Anthus.trivialis",2,32
"33.15",1170,4,2,"4",2,0,8,2,8,"no","warm","Anthus.trivialis",2,33
"34.15",1190,4,2,"4",3,0,9,2,9,"no","warm","Anthus.trivialis",2,34
"35.15",910,4,2,"4",0,0,7,2,8,"no","cold","Anthus.trivialis",0,35
"36.15",1050,4,3,"2",0,0,8,2,4,"no","cold","Anthus.trivialis",0,36
"37.15",1035,4,1,"3",3,2,9,3,4,"no","warm","Anthus.trivialis",0,37
"38.15",1010,2,1,"4",3,0,9,3,9,"no","warm","Anthus.trivialis",0,38
"39.15",1135,4,2,"4",3,0,9,3,9,"no","cold","Anthus.trivialis",0,39
"40.15",1190,4,2,"4",1,0,9,3,9,"no","warm","Anthus.trivialis",0,40
"41.15",910,4,2,"4",0,0,6,2,9,"no","warm","Anthus.trivialis",0,41
"42.15",1050,4,2,"3",0,0,9,2,7,"no","warm","Anthus.trivialis",0,42
"43.15",1045,1,2,"4",3,1,9,2,8,"no","warm","Anthus.trivialis",4,43
"1.16",860,4,3,"2",2,2,3,1,8,"no","cold","Turdus.philomelos",0,1
"2.16",1010,4,3,"2",0,0,1,1,5,"yes","cold","Turdus.philomelos",0,2
"3.16",1070,4,2,"2",2,2,4,1,8,"no","cold","Turdus.philomelos",2,3
"4.16",1050,4,2,"2",2,2,3,1,9,"no","cold","Turdus.philomelos",0,4
"5.16",1030,4,2,"2",2,2,6,1,7,"no","cold","Turdus.philomelos",0,5
"6.16",880,4,1,"2",2,2,5,2,9,"yes","cold","Turdus.philomelos",0,6
"7.16",1035,4,3,"2",2,0,1,1,6,"yes","cold","Turdus.philomelos",1,7
"8.16",1130,4,2,"2",2,2,4,1,1,"no","cold","Turdus.philomelos",0,8
"9.16",1090,2,2,"3",2,0,8,1,6,"no","cold","Turdus.philomelos",0,9
"10.16",1105,2,2,"4",3,2,9,2,6,"no","cold","Turdus.philomelos",2,10
"11.16",1240,4,1,"2",1,4,8,2,6,"yes","cold","Turdus.philomelos",0,11
"12.16",1235,4,1,"2",3,2,9,3,7,"no","cold","Turdus.philomelos",2,12
"13.16",1220,3,2,"4",0,0,9,2,6,"no","cold","Turdus.philomelos",0,13
"14.16",1180,0,0,"0",3,1,8,3,7,"no","cold","Turdus.philomelos",2,14
"15.16",1275,3,2,"2",3,2,8,1,5,"yes","warm","Turdus.philomelos",0,15
"16.16",1315,2,2,"0",0,0,9,1,5,"yes","warm","Turdus.philomelos",0,16
"17.16",1275,4,2,"2",2,2,8,2,6,"no","cold","Turdus.philomelos",2,17
"18.16",1330,2,2,"1",1,3,6,2,7,"no","cold","Turdus.philomelos",0,18
"19.16",860,2,2,"1",1,3,8,2,5,"no","cold","Turdus.philomelos",0,19
"20.16",1285,3,2,"2",1,2,7,2,6,"no","warm","Turdus.philomelos",0,20
"21.16",1330,1,1,"1",1,4,8,1,6,"yes","warm","Turdus.philomelos",0,21
"22.16",885,4,2,"1",2,3,7,3,6,"no","cold","Turdus.philomelos",0,22
"23.16",1025,4,2,"2",0,0,4,1,5,"no","cold","Turdus.philomelos",0,23
"24.16",1095,4,2,"3",0,0,8,1,6,"no","cold","Turdus.philomelos",0,24
"25.16",1155,2,2,"2",1,2,6,2,4,"no","cold","Turdus.philomelos",4,25
"26.16",1190,3,2,"2",2,2,5,2,7,"no","cold","Turdus.philomelos",0,26
"27.16",1295,2,2,"0",2,4,6,2,6,"no","cold","Turdus.philomelos",1,27
"28.16",930,4,2,"4",1,0,6,2,8,"no","cold","Turdus.philomelos",0,28
"29.16",1000,3,2,"4",1,0,9,4,7,"no","cold","Turdus.philomelos",0,29
"30.16",1090,4,1,"2",3,4,9,3,5,"no","cold","Turdus.philomelos",2,30
"31.16",1180,2,2,"2",2,2,4,1,3,"no","cold","Turdus.philomelos",2,31
"32.16",1175,3,2,"4",3,0,8,2,4,"no","warm","Turdus.philomelos",0,32
"33.16",1170,4,2,"4",2,0,8,2,8,"no","warm","Turdus.philomelos",0,33
"34.16",1190,4,2,"4",3,0,9,2,9,"no","warm","Turdus.philomelos",0,34
"35.16",910,4,2,"4",0,0,7,2,8,"no","cold","Turdus.philomelos",0,35
"36.16",1050,4,3,"2",0,0,8,2,4,"no","cold","Turdus.philomelos",0,36
"37.16",1035,4,1,"3",3,2,9,3,4,"no","warm","Turdus.philomelos",2,37
"38.16",1010,2,1,"4",3,0,9,3,9,"no","warm","Turdus.philomelos",0,38
"39.16",1135,4,2,"4",3,0,9,3,9,"no","cold","Turdus.philomelos",0,39
"40.16",1190,4,2,"4",1,0,9,3,9,"no","warm","Turdus.philomelos",0,40
"41.16",910,4,2,"4",0,0,6,2,9,"no","warm","Turdus.philomelos",0,41
"42.16",1050,4,2,"3",0,0,9,2,7,"no","warm","Turdus.philomelos",0,42
"43.16",1045,1,2,"4",3,1,9,2,8,"no","warm","Turdus.philomelos",0,43
"1.17",860,4,3,"2",2,2,3,1,8,"no","cold","Parus.montanus",4,1
"2.17",1010,4,3,"2",0,0,1,1,5,"yes","cold","Parus.montanus",3,2
"3.17",1070,4,2,"2",2,2,4,1,8,"no","cold","Parus.montanus",0,3
"4.17",1050,4,2,"2",2,2,3,1,9,"no","cold","Parus.montanus",0,4
"5.17",1030,4,2,"2",2,2,6,1,7,"no","cold","Parus.montanus",2,5
"6.17",880,4,1,"2",2,2,5,2,9,"yes","cold","Parus.montanus",0,6
"7.17",1035,4,3,"2",2,0,1,1,6,"yes","cold","Parus.montanus",0,7
"8.17",1130,4,2,"2",2,2,4,1,1,"no","cold","Parus.montanus",3,8
"9.17",1090,2,2,"3",2,0,8,1,6,"no","cold","Parus.montanus",2,9
"10.17",1105,2,2,"4",3,2,9,2,6,"no","cold","Parus.montanus",0,10
"11.17",1240,4,1,"2",1,4,8,2,6,"yes","cold","Parus.montanus",0,11
"12.17",1235,4,1,"2",3,2,9,3,7,"no","cold","Parus.montanus",0,12
"13.17",1220,3,2,"4",0,0,9,2,6,"no","cold","Parus.montanus",0,13
"14.17",1180,0,0,"0",3,1,8,3,7,"no","cold","Parus.montanus",0,14
"15.17",1275,3,2,"2",3,2,8,1,5,"yes","warm","Parus.montanus",0,15
"16.17",1315,2,2,"0",0,0,9,1,5,"yes","warm","Parus.montanus",0,16
"17.17",1275,4,2,"2",2,2,8,2,6,"no","cold","Parus.montanus",0,17
"18.17",1330,2,2,"1",1,3,6,2,7,"no","cold","Parus.montanus",0,18
"19.17",860,2,2,"1",1,3,8,2,5,"no","cold","Parus.montanus",0,19
"20.17",1285,3,2,"2",1,2,7,2,6,"no","warm","Parus.montanus",0,20
"21.17",1330,1,1,"1",1,4,8,1,6,"yes","warm","Parus.montanus",3,21
"22.17",885,4,2,"1",2,3,7,3,6,"no","cold","Parus.montanus",0,22
"23.17",1025,4,2,"2",0,0,4,1,5,"no","cold","Parus.montanus",2,23
"24.17",1095,4,2,"3",0,0,8,1,6,"no","cold","Parus.montanus",2,24
"25.17",1155,2,2,"2",1,2,6,2,4,"no","cold","Parus.montanus",0,25
"26.17",1190,3,2,"2",2,2,5,2,7,"no","cold","Parus.montanus",0,26
"27.17",1295,2,2,"0",2,4,6,2,6,"no","cold","Parus.montanus",0,27
"28.17",930,4,2,"4",1,0,6,2,8,"no","cold","Parus.montanus",0,28
"29.17",1000,3,2,"4",1,0,9,4,7,"no","cold","Parus.montanus",0,29
"30.17",1090,4,1,"2",3,4,9,3,5,"no","cold","Parus.montanus",2,30
"31.17",1180,2,2,"2",2,2,4,1,3,"no","cold","Parus.montanus",0,31
"32.17",1175,3,2,"4",3,0,8,2,4,"no","warm","Parus.montanus",0,32
"33.17",1170,4,2,"4",2,0,8,2,8,"no","warm","Parus.montanus",0,33
"34.17",1190,4,2,"4",3,0,9,2,9,"no","warm","Parus.montanus",0,34
"35.17",910,4,2,"4",0,0,7,2,8,"no","cold","Parus.montanus",0,35
"36.17",1050,4,3,"2",0,0,8,2,4,"no","cold","Parus.montanus",0,36
"37.17",1035,4,1,"3",3,2,9,3,4,"no","warm","Parus.montanus",0,37
"38.17",1010,2,1,"4",3,0,9,3,9,"no","warm","Parus.montanus",0,38
"39.17",1135,4,2,"4",3,0,9,3,9,"no","cold","Parus.montanus",0,39
"40.17",1190,4,2,"4",1,0,9,3,9,"no","warm","Parus.montanus",0,40
"41.17",910,4,2,"4",0,0,6,2,9,"no","warm","Parus.montanus",1,41
"42.17",1050,4,2,"3",0,0,9,2,7,"no","warm","Parus.montanus",0,42
"43.17",1045,1,2,"4",3,1,9,2,8,"no","warm","Parus.montanus",0,43
"1.18",860,4,3,"2",2,2,3,1,8,"no","cold","Carduelis.spinus",0,1
"2.18",1010,4,3,"2",0,0,1,1,5,"yes","cold","Carduelis.spinus",0,2
"3.18",1070,4,2,"2",2,2,4,1,8,"no","cold","Carduelis.spinus",1,3
"4.18",1050,4,2,"2",2,2,3,1,9,"no","cold","Carduelis.spinus",0,4
"5.18",1030,4,2,"2",2,2,6,1,7,"no","cold","Carduelis.spinus",3,5
"6.18",880,4,1,"2",2,2,5,2,9,"yes","cold","Carduelis.spinus",0,6
"7.18",1035,4,3,"2",2,0,1,1,6,"yes","cold","Carduelis.spinus",0,7
"8.18",1130,4,2,"2",2,2,4,1,1,"no","cold","Carduelis.spinus",0,8
"9.18",1090,2,2,"3",2,0,8,1,6,"no","cold","Carduelis.spinus",0,9
"10.18",1105,2,2,"4",3,2,9,2,6,"no","cold","Carduelis.spinus",0,10
"11.18",1240,4,1,"2",1,4,8,2,6,"yes","cold","Carduelis.spinus",1,11
"12.18",1235,4,1,"2",3,2,9,3,7,"no","cold","Carduelis.spinus",0,12
"13.18",1220,3,2,"4",0,0,9,2,6,"no","cold","Carduelis.spinus",0,13
"14.18",1180,0,0,"0",3,1,8,3,7,"no","cold","Carduelis.spinus",0,14
"15.18",1275,3,2,"2",3,2,8,1,5,"yes","warm","Carduelis.spinus",0,15
"16.18",1315,2,2,"0",0,0,9,1,5,"yes","warm","Carduelis.spinus",0,16
"17.18",1275,4,2,"2",2,2,8,2,6,"no","cold","Carduelis.spinus",1,17
"18.18",1330,2,2,"1",1,3,6,2,7,"no","cold","Carduelis.spinus",0,18
"19.18",860,2,2,"1",1,3,8,2,5,"no","cold","Carduelis.spinus",2,19
"20.18",1285,3,2,"2",1,2,7,2,6,"no","warm","Carduelis.spinus",0,20
"21.18",1330,1,1,"1",1,4,8,1,6,"yes","warm","Carduelis.spinus",0,21
"22.18",885,4,2,"1",2,3,7,3,6,"no","cold","Carduelis.spinus",2,22
"23.18",1025,4,2,"2",0,0,4,1,5,"no","cold","Carduelis.spinus",0,23
"24.18",1095,4,2,"3",0,0,8,1,6,"no","cold","Carduelis.spinus",0,24
"25.18",1155,2,2,"2",1,2,6,2,4,"no","cold","Carduelis.spinus",0,25
"26.18",1190,3,2,"2",2,2,5,2,7,"no","cold","Carduelis.spinus",0,26
"27.18",1295,2,2,"0",2,4,6,2,6,"no","cold","Carduelis.spinus",1,27
"28.18",930,4,2,"4",1,0,6,2,8,"no","cold","Carduelis.spinus",0,28
"29.18",1000,3,2,"4",1,0,9,4,7,"no","cold","Carduelis.spinus",1,29
"30.18",1090,4,1,"2",3,4,9,3,5,"no","cold","Carduelis.spinus",0,30
"31.18",1180,2,2,"2",2,2,4,1,3,"no","cold","Carduelis.spinus",1,31
"32.18",1175,3,2,"4",3,0,8,2,4,"no","warm","Carduelis.spinus",0,32
"33.18",1170,4,2,"4",2,0,8,2,8,"no","warm","Carduelis.spinus",0,33
"34.18",1190,4,2,"4",3,0,9,2,9,"no","warm","Carduelis.spinus",0,34
"35.18",910,4,2,"4",0,0,7,2,8,"no","cold","Carduelis.spinus",0,35
"36.18",1050,4,3,"2",0,0,8,2,4,"no","cold","Carduelis.spinus",0,36
"37.18",1035,4,1,"3",3,2,9,3,4,"no","warm","Carduelis.spinus",0,37
"38.18",1010,2,1,"4",3,0,9,3,9,"no","warm","Carduelis.spinus",0,38
"39.18",1135,4,2,"4",3,0,9,3,9,"no","cold","Carduelis.spinus",0,39
"40.18",1190,4,2,"4",1,0,9,3,9,"no","warm","Carduelis.spinus",0,40
"41.18",910,4,2,"4",0,0,6,2,9,"no","warm","Carduelis.spinus",0,41
"42.18",1050,4,2,"3",0,0,9,2,7,"no","warm","Carduelis.spinus",0,42
"43.18",1045,1,2,"4",3,1,9,2,8,"no","warm","Carduelis.spinus",0,43
"1.19",860,4,3,"2",2,2,3,1,8,"no","cold","Phoenicurus.phoenicurus",0,1
"2.19",1010,4,3,"2",0,0,1,1,5,"yes","cold","Phoenicurus.phoenicurus",0,2
"3.19",1070,4,2,"2",2,2,4,1,8,"no","cold","Phoenicurus.phoenicurus",0,3
"4.19",1050,4,2,"2",2,2,3,1,9,"no","cold","Phoenicurus.phoenicurus",0,4
"5.19",1030,4,2,"2",2,2,6,1,7,"no","cold","Phoenicurus.phoenicurus",0,5
"6.19",880,4,1,"2",2,2,5,2,9,"yes","cold","Phoenicurus.phoenicurus",0,6
"7.19",1035,4,3,"2",2,0,1,1,6,"yes","cold","Phoenicurus.phoenicurus",0,7
"8.19",1130,4,2,"2",2,2,4,1,1,"no","cold","Phoenicurus.phoenicurus",0,8
"9.19",1090,2,2,"3",2,0,8,1,6,"no","cold","Phoenicurus.phoenicurus",2,9
"10.19",1105,2,2,"4",3,2,9,2,6,"no","cold","Phoenicurus.phoenicurus",2,10
"11.19",1240,4,1,"2",1,4,8,2,6,"yes","cold","Phoenicurus.phoenicurus",0,11
"12.19",1235,4,1,"2",3,2,9,3,7,"no","cold","Phoenicurus.phoenicurus",0,12
"13.19",1220,3,2,"4",0,0,9,2,6,"no","cold","Phoenicurus.phoenicurus",4,13
"14.19",1180,0,0,"0",3,1,8,3,7,"no","cold","Phoenicurus.phoenicurus",4,14
"15.19",1275,3,2,"2",3,2,8,1,5,"yes","warm","Phoenicurus.phoenicurus",0,15
"16.19",1315,2,2,"0",0,0,9,1,5,"yes","warm","Phoenicurus.phoenicurus",0,16
"17.19",1275,4,2,"2",2,2,8,2,6,"no","cold","Phoenicurus.phoenicurus",2,17
"18.19",1330,2,2,"1",1,3,6,2,7,"no","cold","Phoenicurus.phoenicurus",0,18
"19.19",860,2,2,"1",1,3,8,2,5,"no","cold","Phoenicurus.phoenicurus",0,19
"20.19",1285,3,2,"2",1,2,7,2,6,"no","warm","Phoenicurus.phoenicurus",0,20
"21.19",1330,1,1,"1",1,4,8,1,6,"yes","warm","Phoenicurus.phoenicurus",0,21
"22.19",885,4,2,"1",2,3,7,3,6,"no","cold","Phoenicurus.phoenicurus",0,22
"23.19",1025,4,2,"2",0,0,4,1,5,"no","cold","Phoenicurus.phoenicurus",0,23
"24.19",1095,4,2,"3",0,0,8,1,6,"no","cold","Phoenicurus.phoenicurus",0,24
"25.19",1155,2,2,"2",1,2,6,2,4,"no","cold","Phoenicurus.phoenicurus",0,25
"26.19",1190,3,2,"2",2,2,5,2,7,"no","cold","Phoenicurus.phoenicurus",0,26
"27.19",1295,2,2,"0",2,4,6,2,6,"no","cold","Phoenicurus.phoenicurus",2,27
"28.19",930,4,2,"4",1,0,6,2,8,"no","cold","Phoenicurus.phoenicurus",0,28
"29.19",1000,3,2,"4",1,0,9,4,7,"no","cold","Phoenicurus.phoenicurus",0,29
"30.19",1090,4,1,"2",3,4,9,3,5,"no","cold","Phoenicurus.phoenicurus",0,30
"31.19",1180,2,2,"2",2,2,4,1,3,"no","cold","Phoenicurus.phoenicurus",0,31
"32.19",1175,3,2,"4",3,0,8,2,4,"no","warm","Phoenicurus.phoenicurus",2,32
"33.19",1170,4,2,"4",2,0,8,2,8,"no","warm","Phoenicurus.phoenicurus",0,33
"34.19",1190,4,2,"4",3,0,9,2,9,"no","warm","Phoenicurus.phoenicurus",4,34
"35.19",910,4,2,"4",0,0,7,2,8,"no","cold","Phoenicurus.phoenicurus",0,35
"36.19",1050,4,3,"2",0,0,8,2,4,"no","cold","Phoenicurus.phoenicurus",0,36
"37.19",1035,4,1,"3",3,2,9,3,4,"no","warm","Phoenicurus.phoenicurus",0,37
"38.19",1010,2,1,"4",3,0,9,3,9,"no","warm","Phoenicurus.phoenicurus",0,38
"39.19",1135,4,2,"4",3,0,9,3,9,"no","cold","Phoenicurus.phoenicurus",0,39
"40.19",1190,4,2,"4",1,0,9,3,9,"no","warm","Phoenicurus.phoenicurus",0,40
"41.19",910,4,2,"4",0,0,6,2,9,"no","warm","Phoenicurus.phoenicurus",0,41
"42.19",1050,4,2,"3",0,0,9,2,7,"no","warm","Phoenicurus.phoenicurus",0,42
"43.19",1045,1,2,"4",3,1,9,2,8,"no","warm","Phoenicurus.phoenicurus",0,43
"1.20",860,4,3,"2",2,2,3,1,8,"no","cold","Columba.palumbus",0,1
"2.20",1010,4,3,"2",0,0,1,1,5,"yes","cold","Columba.palumbus",0,2
"3.20",1070,4,2,"2",2,2,4,1,8,"no","cold","Columba.palumbus",0,3
"4.20",1050,4,2,"2",2,2,3,1,9,"no","cold","Columba.palumbus",0,4
"5.20",1030,4,2,"2",2,2,6,1,7,"no","cold","Columba.palumbus",0,5
"6.20",880,4,1,"2",2,2,5,2,9,"yes","cold","Columba.palumbus",0,6
"7.20",1035,4,3,"2",2,0,1,1,6,"yes","cold","Columba.palumbus",2,7
"8.20",1130,4,2,"2",2,2,4,1,1,"no","cold","Columba.palumbus",1,8
"9.20",1090,2,2,"3",2,0,8,1,6,"no","cold","Columba.palumbus",0,9
"10.20",1105,2,2,"4",3,2,9,2,6,"no","cold","Columba.palumbus",0,10
"11.20",1240,4,1,"2",1,4,8,2,6,"yes","cold","Columba.palumbus",0,11
"12.20",1235,4,1,"2",3,2,9,3,7,"no","cold","Columba.palumbus",0,12
"13.20",1220,3,2,"4",0,0,9,2,6,"no","cold","Columba.palumbus",0,13
"14.20",1180,0,0,"0",3,1,8,3,7,"no","cold","Columba.palumbus",0,14
"15.20",1275,3,2,"2",3,2,8,1,5,"yes","warm","Columba.palumbus",0,15
"16.20",1315,2,2,"0",0,0,9,1,5,"yes","warm","Columba.palumbus",0,16
"17.20",1275,4,2,"2",2,2,8,2,6,"no","cold","Columba.palumbus",0,17
"18.20",1330,2,2,"1",1,3,6,2,7,"no","cold","Columba.palumbus",0,18
"19.20",860,2,2,"1",1,3,8,2,5,"no","cold","Columba.palumbus",0,19
"20.20",1285,3,2,"2",1,2,7,2,6,"no","warm","Columba.palumbus",0,20
"21.20",1330,1,1,"1",1,4,8,1,6,"yes","warm","Columba.palumbus",2,21
"22.20",885,4,2,"1",2,3,7,3,6,"no","cold","Columba.palumbus",0,22
"23.20",1025,4,2,"2",0,0,4,1,5,"no","cold","Columba.palumbus",0,23
"24.20",1095,4,2,"3",0,0,8,1,6,"no","cold","Columba.palumbus",2,24
"25.20",1155,2,2,"2",1,2,6,2,4,"no","cold","Columba.palumbus",0,25
"26.20",1190,3,2,"2",2,2,5,2,7,"no","cold","Columba.palumbus",0,26
"27.20",1295,2,2,"0",2,4,6,2,6,"no","cold","Columba.palumbus",0,27
"28.20",930,4,2,"4",1,0,6,2,8,"no","cold","Columba.palumbus",0,28
"29.20",1000,3,2,"4",1,0,9,4,7,"no","cold","Columba.palumbus",0,29
"30.20",1090,4,1,"2",3,4,9,3,5,"no","cold","Columba.palumbus",0,30
"31.20",1180,2,2,"2",2,2,4,1,3,"no","cold","Columba.palumbus",2,31
"32.20",1175,3,2,"4",3,0,8,2,4,"no","warm","Columba.palumbus",0,32
"33.20",1170,4,2,"4",2,0,8,2,8,"no","warm","Columba.palumbus",0,33
"34.20",1190,4,2,"4",3,0,9,2,9,"no","warm","Columba.palumbus",0,34
"35.20",910,4,2,"4",0,0,7,2,8,"no","cold","Columba.palumbus",0,35
"36.20",1050,4,3,"2",0,0,8,2,4,"no","cold","Columba.palumbus",0,36
"37.20",1035,4,1,"3",3,2,9,3,4,"no","warm","Columba.palumbus",2,37
"38.20",1010,2,1,"4",3,0,9,3,9,"no","warm","Columba.palumbus",1,38
"39.20",1135,4,2,"4",3,0,9,3,9,"no","cold","Columba.palumbus",0,39
"40.20",1190,4,2,"4",1,0,9,3,9,"no","warm","Columba.palumbus",0,40
"41.20",910,4,2,"4",0,0,6,2,9,"no","warm","Columba.palumbus",0,41
"42.20",1050,4,2,"3",0,0,9,2,7,"no","warm","Columba.palumbus",0,42
"43.20",1045,1,2,"4",3,1,9,2,8,"no","warm","Columba.palumbus",0,43
"1.21",860,4,3,"2",2,2,3,1,8,"no","cold","Ficedula.albicollis",0,1
"2.21",1010,4,3,"2",0,0,1,1,5,"yes","cold","Ficedula.albicollis",0,2
"3.21",1070,4,2,"2",2,2,4,1,8,"no","cold","Ficedula.albicollis",0,3
"4.21",1050,4,2,"2",2,2,3,1,9,"no","cold","Ficedula.albicollis",0,4
"5.21",1030,4,2,"2",2,2,6,1,7,"no","cold","Ficedula.albicollis",0,5
"6.21",880,4,1,"2",2,2,5,2,9,"yes","cold","Ficedula.albicollis",0,6
"7.21",1035,4,3,"2",2,0,1,1,6,"yes","cold","Ficedula.albicollis",0,7
"8.21",1130,4,2,"2",2,2,4,1,1,"no","cold","Ficedula.albicollis",0,8
"9.21",1090,2,2,"3",2,0,8,1,6,"no","cold","Ficedula.albicollis",4,9
"10.21",1105,2,2,"4",3,2,9,2,6,"no","cold","Ficedula.albicollis",0,10
"11.21",1240,4,1,"2",1,4,8,2,6,"yes","cold","Ficedula.albicollis",0,11
"12.21",1235,4,1,"2",3,2,9,3,7,"no","cold","Ficedula.albicollis",0,12
"13.21",1220,3,2,"4",0,0,9,2,6,"no","cold","Ficedula.albicollis",2,13
"14.21",1180,0,0,"0",3,1,8,3,7,"no","cold","Ficedula.albicollis",0,14
"15.21",1275,3,2,"2",3,2,8,1,5,"yes","warm","Ficedula.albicollis",0,15
"16.21",1315,2,2,"0",0,0,9,1,5,"yes","warm","Ficedula.albicollis",0,16
"17.21",1275,4,2,"2",2,2,8,2,6,"no","cold","Ficedula.albicollis",0,17
"18.21",1330,2,2,"1",1,3,6,2,7,"no","cold","Ficedula.albicollis",0,18
"19.21",860,2,2,"1",1,3,8,2,5,"no","cold","Ficedula.albicollis",0,19
"20.21",1285,3,2,"2",1,2,7,2,6,"no","warm","Ficedula.albicollis",0,20
"21.21",1330,1,1,"1",1,4,8,1,6,"yes","warm","Ficedula.albicollis",0,21
"22.21",885,4,2,"1",2,3,7,3,6,"no","cold","Ficedula.albicollis",0,22
"23.21",1025,4,2,"2",0,0,4,1,5,"no","cold","Ficedula.albicollis",0,23
"24.21",1095,4,2,"3",0,0,8,1,6,"no","cold","Ficedula.albicollis",0,24
"25.21",1155,2,2,"2",1,2,6,2,4,"no","cold","Ficedula.albicollis",0,25
"26.21",1190,3,2,"2",2,2,5,2,7,"no","cold","Ficedula.albicollis",0,26
"27.21",1295,2,2,"0",2,4,6,2,6,"no","cold","Ficedula.albicollis",0,27
"28.21",930,4,2,"4",1,0,6,2,8,"no","cold","Ficedula.albicollis",0,28
"29.21",1000,3,2,"4",1,0,9,4,7,"no","cold","Ficedula.albicollis",0,29
"30.21",1090,4,1,"2",3,4,9,3,5,"no","cold","Ficedula.albicollis",0,30
"31.21",1180,2,2,"2",2,2,4,1,3,"no","cold","Ficedula.albicollis",0,31
"32.21",1175,3,2,"4",3,0,8,2,4,"no","warm","Ficedula.albicollis",4,32
"33.21",1170,4,2,"4",2,0,8,2,8,"no","warm","Ficedula.albicollis",4,33
"34.21",1190,4,2,"4",3,0,9,2,9,"no","warm","Ficedula.albicollis",5,34
"35.21",910,4,2,"4",0,0,7,2,8,"no","cold","Ficedula.albicollis",2,35
"36.21",1050,4,3,"2",0,0,8,2,4,"no","cold","Ficedula.albicollis",0,36
"37.21",1035,4,1,"3",3,2,9,3,4,"no","warm","Ficedula.albicollis",0,37
"38.21",1010,2,1,"4",3,0,9,3,9,"no","warm","Ficedula.albicollis",0,38
"39.21",1135,4,2,"4",3,0,9,3,9,"no","cold","Ficedula.albicollis",6,39
"40.21",1190,4,2,"4",1,0,9,3,9,"no","warm","Ficedula.albicollis",0,40
"41.21",910,4,2,"4",0,0,6,2,9,"no","warm","Ficedula.albicollis",0,41
"42.21",1050,4,2,"3",0,0,9,2,7,"no","warm","Ficedula.albicollis",0,42
"43.21",1045,1,2,"4",3,1,9,2,8,"no","warm","Ficedula.albicollis",0,43
"1.22",860,4,3,"2",2,2,3,1,8,"no","cold","Parus.major",0,1
"2.22",1010,4,3,"2",0,0,1,1,5,"yes","cold","Parus.major",0,2
"3.22",1070,4,2,"2",2,2,4,1,8,"no","cold","Parus.major",0,3
"4.22",1050,4,2,"2",2,2,3,1,9,"no","cold","Parus.major",0,4
