"Falco_subbuteo","Anthus_trivialis","Phylloscopus_bonelli","Tetrao_tetrix","Parus_caeruleus","Dendrocopos_major","Garrulus_glandarius","Carduelis_spinus","Loxia_curvirostra","Phylloscopus_trochilus","Certhia_brachydactyla","Sylvia_borin","Phoenicurus_phoenicurus","Hippolais_icterina","Pyrrhula_pyrrhula","Emberiza_citrinella","Muscicapa_striata","Picus_canus","Picus_viridis","Accipiter_gentilis","Bonasa_bonasia","Parus_cristatus","Prunella_modularis","Columba_oenas","Coccothraustes_coccothraustes","Sylvia_curruca","Sitta_europaea","Dendrocopos_minor","Corvus_corax","Cuculus_canorus","Buteo_buteo","Turdus_viscivorus","Parus_montanus","Luscinia_megarhynchos","Lanius_collurio","Oriolus_oriolus","Corvus_corone","Turdus_torquatus","Columba_palumbus","Aegithalos_caudatus","Milvus_migrans","Dryocopus_martius","Regulus_ignicapillus","Accipiter_nisus","Parus_palustris","Nucifraga_caryocatactes","Ficedula_hypoleuca","Streptopelia_turtur","Turdus_pilaris","Certhia_familiaris","Strix_aluco","Phylloscopus_sibilatrix","Asio_otus","Pernis_apivorus","Regulus_regulus","Serinus_citrinella","avg","cov","cv","dns","fhd","p10","p25","p95","rt_p2595","std","uhd","asp","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","ddeg0","ddeg5","mbal","mind","pet_103","pet_49","pet_ave","pet_swrt","prc_103","prc_49","prc_swrt","rad","slp","tpi","twi","CLUMPY_canopy","CLUMPY_under_midstorey","TE_canopy","TE_under_midstorey","TE_matrix","TE_total","data_type","blockCV_tile"
0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,14.7999992370605,49.1000022888184,0.559459470257087,49.1000022888184,1.83748996257782,3.03999996185303,7.98999977111816,27.5699996948242,0.289807756966285,8.27999973297119,2.36073780059814,223.530502319336,9.74149990081787,18.0869750976562,1.45482504367828,1122,114,71,14.7269496917725,330,227,320,245,8.27687454223633,31.5287742614746,673.819030761719,24.2646999359131,-1.98329997062683,26.2476501464844,16.4191741943359,2.74839997291565,40761.6015625,24246.755859375,-382,1.29807138442993,2.356032371521,5.86639928817749,4.11121559143066,2.54013419151306,506.490936279297,615.662780761719,1.2153377532959,22441.384765625,12.1728715896606,1.23834359645844,5.25901174545288,0.812,0.5441,10160,17200,11120,38480,"train",4
0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,20.7899990081787,24.3999996185303,0.467051491167801,24.3999996185303,1.98589336872101,6.17000007629395,12.2199993133545,34.3299980163574,0.355956889584787,9.71000003814697,2.30563998222351,302.277221679688,8.09000015258789,16.3048000335693,-0.064499996602535,1514,174,88,25.2659492492676,511,291,511,293,8.40352535247803,32.0576248168945,665.470520019531,22.3913249969482,-3.82130002975464,26.2123756408691,16.3048000335693,1.06152498722076,28506.892578125,18373.138671875,221,0.795688688755035,1.69703316688538,5.36574983596802,3.53139162063599,3.18904662132263,607.03369140625,906.605529785156,1.49429738521576,19310.98828125,12.9354467391968,-0.482193976640701,6.00160884857178,0.7882,0.3053,9940,12320,15980,38240,"train",4
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.15999984741211,13.3000001907349,0.786312815305248,13.3000001907349,1.31976461410523,1.49000000953674,3.01999998092651,19.3899993896484,0.155750390716297,5.62999963760376,2.23681139945984,200.867309570312,7.95959997177124,16.1372509002686,-0.03872499987483,1324,150,69,26.5109004974365,438,233,433,233,8.51692485809326,32.4990501403809,657.815795898438,22.3742008209229,-3.83437490463257,26.2083759307861,14.3997745513916,-0.03872499987483,27591.361328125,18068.048828125,-192,1.08051681518555,2.33298873901367,5.95278167724609,4.14288520812988,2.57252812385559,520.197875976562,803.4580078125,1.54446852207184,22663.95703125,4.76252174377441,0.37270799279213,6.90294885635376,0.5509,0.5638,6880,20360,17600,44840,"train",1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.31999969482422,63.2999992370605,0.798611123375442,63.2999992370605,0.834392249584198,1.28999996185303,1.80999994277954,12.3699998855591,0.146321742888014,3.44999980926514,1.95099020004273,147.259384155273,0.41652500629425,8.40585041046143,-7.28302478790283,1057,121,48,28.3423252105713,354,166,354,174,8.47729969024658,32.2900733947754,647.135375976562,14.309700012207,-11.9426498413086,26.2525749206543,8.40585041046143,-6.63602495193481,6179.70703125,3302.76684570312,-340,1.25944864749908,2.04377365112305,5.5932240486145,3.81849884986877,2.90573406219482,427.865844726562,629.65576171875,1.47182643413544,21090.552734375,18.5495491027832,-3.62306618690491,5.32993173599243,0.4992,0.5955,200,940,820,1960,"train",5
0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5.62999963760376,33.7000007629395,0.589698072281912,33.7000007629395,0.986798703670502,1.70999991893768,3.09999990463257,11.4899997711182,0.269799823009995,3.3199999332428,2.28970694541931,147.229278564453,10.0318250656128,18.5393753051758,1.53897500038147,1107,108,74,11.9838247299194,316,239,311,255,8.5445499420166,31.7907752990723,688.490844726562,24.9678497314453,-1.90992498397827,26.8775749206543,16.8829250335693,2.98385000228882,41994.68359375,25900.345703125,-347,1.27769231796265,2.16119647026062,5.78641223907471,3.97380423545837,2.69610619544983,516.09716796875,590.740356445312,1.14462649822235,21681.1953125,5.45547914505005,-0.096597693860531,7.73048305511475,0.4175,0.5379,7760,23000,17280,48040,"train",4
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,11.6799993515015,24.8000011444092,0.54794520324246,24.8000011444092,1.63831257820129,3.84999990463257,6.44999980926514,23.1599998474121,0.278497402925754,6.39999961853027,2.37318611145019,139.687881469727,2.76472496986389,10.4067754745483,-4.49074983596802,1558,179,101,18.8285007476807,494,334,494,334,7.34542512893677,30.5150508880615,616.777893066406,15.6619253158569,-8.40919971466064,24.0717258453369,10.4067754745483,-3.37837505340576,9819.4736328125,5676.74658203125,51,0.936801075935364,2.30956816673279,5.9337363243103,4.12165212631226,2.62103295326233,682.865112304688,875.60595703125,1.28229010105133,22704.65234375,14.3107147216797,2.78281974792481,5.0078592300415,0.6642,0.3907,16720,23540,17180,57440,"train",5
0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7.96999979019165,8.60000038146973,0.860727708565258,8.60000038146973,1.40004503726959,1.6599999666214,2.65999984741211,22.4200000762939,0.118644060586989,6.85999965667725,2.19515538215637,196.884567260742,10.1248245239258,18.5665245056152,1.32210004329681,1358,170,76,29.6746997833252,490,250,490,250,9.0488748550415,32.6636009216309,698.177307128906,24.8362255096436,-2.8657751083374,27.7033004760742,18.5665245056152,1.32210004329681,42256.62890625,26254.90625,-30,0.970944166183472,1.97278618812561,5.61610078811646,3.79444360733032,2.89068484306335,533.039428710938,825.313171386719,1.54832053184509,20695.919921875,0.790656566619873,-0.535953879356384,8.28062152862549,0.6396,0.4302,7320,20800,21400,49520,"train",5
0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,22.1999988555908,39.5,0.442342351398417,39.5,2.02441883087158,6.94999980926514,14.6399993896484,35.7900009155273,0.409052780529462,9.81999969482422,2.31023955345154,166.220245361328,9.16462516784668,17.6385498046875,0.770524978637695,1137,124,61,24.0502243041992,365,205,364,208,8.91257476806641,32.6585998535156,683.868957519531,24.2598743438721,-3.02957510948181,27.2890758514404,15.9158754348755,2.05454993247986,35881.1953125,20109.845703125,-275,1.16460072994232,2.05663514137268,5.66265535354614,3.85964512825012,2.77623057365417,458.825714111328,678.405151367188,1.47854387760162,21078.5859375,10.2361507415771,-0.546438872814178,5.99191951751709,0.7833,0.4391,11380,11140,13280,35800,"train",2
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.89999961853027,9.10000038146973,0.498550725939694,9.10000038146973,1.04466784000397,2.29999995231628,4.56999969482422,12.6599998474121,0.360979443120483,3.43999981880188,2.34100866317749,138.880172729492,6.15659999847412,14.2175750732422,-1.82912504673004,1190,142,68,24.5605754852295,396,222,396,222,8.47292518615723,32.4188003540039,654.056701660156,20.1803493499756,-5.95402479171753,26.1344242095947,14.1967754364014,-1.82912504673004,20337.310546875,12904.876953125,-456,1.34142673015595,2.79328274726868,6.21023797988892,4.50176000595093,2.230064868927,486.168548583984,703.708923339844,1.44766807556152,24690.07421875,14.207332611084,-0.296520680189133,5.65957689285278,0.448,0.6034,5660,16360,14060,36080,"train",5
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,12.4799995422363,55.1000022888184,0.48317307324922,55.1000022888184,1.59836876392365,4.19999980926514,7.58999967575073,22.2299995422363,0.341430491769915,6.02999973297119,2.36221504211426,225.003082275391,2.55632495880127,10.0677251815796,-4.31367492675781,957,100,62,17.4146747589111,296,198,296,210,7.55569982528687,31.64892578125,597.931579589844,15.59850025177,-8.26552486419678,23.8635997772217,10.0677251815796,-2.31960010528564,8738.095703125,5083.396484375,-796,1.80341160297394,3.25146102905273,6.34279823303223,4.79712963104248,1.97383117675781,422.712982177734,534.228576660156,1.26349592208862,26435.60546875,27.6335315704346,1.53056061267853,4.98145532608032,0.8656,0.4649,5380,10520,7660,23560,"train",1
0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,18.5499992370605,32.7000007629395,0.62371968575119,32.7000007629395,2.03709816932678,3.29999995231628,6.86999988555908,35.4300003051758,0.193903466733967,11.5699996948242,2.35208034515381,151.272155761719,9.20565032958984,17.663200378418,0.725075006484985,1161,140,62,30.2667999267578,411,201,411,206,9.21632480621338,33.2906761169434,686.569152832031,24.3650741577148,-3.3174250125885,27.6837501525879,17.663200378418,2.0627748966217,35087.0078125,20210.234375,-273,1.16099524497986,2.0919189453125,5.74411630630493,3.91801762580872,2.76105904579163,438.183441162109,722.759338378906,1.64945578575134,21396.521484375,4.93384265899658,-0.791427552700043,6.67581987380981,0.736,0.5674,10580,14500,14600,39680,"train",1
0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.23999977111816,21.8999996185303,0.660256416134581,21.8999996185303,1.10374307632446,1.84999990463257,3.42999982833862,13.6899995803833,0.250547840282884,4.11999988555908,2.30256009101868,190.731857299805,9.56509971618652,17.9910755157471,1.18815004825592,1142,113,74,13.8955745697021,334,240,331,254,8.29259967803955,31.36887550354,680.936645507812,24.2282752990723,-2.20647501945496,26.4342994689941,16.3236999511719,2.48764991760254,40084.10546875,23971.21875,-253,1.17489647865295,1.98211669921875,5.64334726333618,3.81273174285889,2.87019109725952,519.267944335938,623.091613769531,1.19994246959686,20812.673828125,7.26398372650146,-0.710779845714569,6.48368787765503,0.44,0.5573,6920,22300,19620,48840,"train",4
0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,16.3599987030029,19.3000011444092,0.580073381630296,19.3000011444092,1.94592225551605,3.21000003814697,7.71000003814697,31.1700000762939,0.247353224872487,9.48999977111816,2.35002088546753,231.674133300781,8.5738000869751,16.9283752441406,0.327075004577637,1284,139,74,22.5231990814209,412,243,410,248,8.48987483978271,32.0026741027832,674.172607421875,23.230899810791,-3.29815006256104,26.5291500091553,15.3470001220703,1.51182496547699,32760.28125,19131.974609375,-203,1.09681785106659,2.27206635475159,5.85732173919678,4.06469392776489,2.64640808105469,525.818725585938,758.266723632812,1.44208908081055,22218.80078125,8.50647068023682,-1.1450400352478,6.11885499954224,0.7212,0.4962,11760,16660,18940,47360,"train",4
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,10.5699996948242,62.9000015258789,0.595080429844575,62.9000015258789,1.5660628080368,2.24000000953674,5.15999984741211,20.5100002288818,0.251584582634274,6.28999996185303,2.36928415298462,42.3809700012207,9.79332542419434,18.4162750244141,1.13462495803833,1096,122,64,23.0919990539551,357,205,356,211,8.56140041351318,31.4740505218506,699.890930175781,24.8077507019043,-2.39187502861023,27.1999740600586,16.7913494110107,2.51252508163452,41345.3828125,25740.77734375,-315,1.21012794971466,2.01461744308472,5.6986026763916,3.85661005973816,2.82934784889221,448.972473144531,646.825744628906,1.44067406654358,21042.755859375,1.23422908782959,-0.119827955961227,7.87450504302979,0.3031,0.2577,33300,33800,4820,71920,"train",4
0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,17.4200000762939,40.1000022888184,0.612514353017383,40.1000022888184,1.98483550548553,3.95999979972839,6.65999984741211,33.4799995422363,0.19892472934506,10.6700000762939,2.32493090629578,133.610168457031,8.74020004272461,17.0799007415771,0.386449992656708,1222,148,62,30.408224105835,428,207,428,208,7.9274001121521,30.4836006164551,677.351623535156,22.8747501373291,-3.13065004348755,26.0052242279053,17.0799007415771,1.61070001125336,33998.66796875,19699.890625,-143,1.0370888710022,1.87081706523895,5.58947277069092,3.73014497756958,3.00162053108215,456.119049072266,765.6611328125,1.67857217788696,20378.294921875,5.47918176651001,-0.24025171995163,6.77853488922119,0.7372,0.56,12160,20560,18920,51640,"train",5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,14.6999998092651,10.1999998092651,0.4748299394313,10.1999998092651,1.72738432884216,4.77999973297119,8.55999946594238,25.3899993896484,0.337140593608376,6.98000001907349,2.29139876365662,239.597259521484,4.72044992446899,12.3639497756958,-2.64144992828369,1864,207,115,19.6849994659424,602,390,602,403,7.4800500869751,31.2019500732422,616.847045898438,17.6228256225586,-6.34899997711182,23.9708995819092,12.3639497756958,2.65147495269775,15187.0654296875,10462.939453125,262,0.836472988128662,2.65564465522766,6.10756158828735,4.3816032409668,2.32366394996643,799.676452636719,1064.14965820312,1.33171474933624,24075.88671875,18.8493404388428,1.01933157444,4.83646774291992,0.7352,0.2445,11940,15800,18900,46640,"train",4
0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,7.02999973297119,34.1000022888184,0.633001419387589,34.1000022888184,1.22948408126831,1.89999997615814,3.50999999046326,15.0799999237061,0.232758621234836,4.44999980926514,2.36937236785889,232.995468139648,9.67462539672852,18.0656509399414,0.851450026035309,1113,140,69,26.700325012207,390,220,390,220,9.4667501449585,33.688175201416,697.132873535156,24.4812507629395,-3.62115001678467,28.1021747589111,18.0656509399414,0.851450026035309,36894.94921875,24744.822265625,-366,1.28798031806946,2.25293850898743,5.83246278762817,4.04270076751709,2.59153485298157,457.89697265625,655.095764160156,1.43063056468964,22064.162109375,5.43742275238037,-0.653656184673309,5.9383807182312,0.43,0.5322,13900,23780,17960,55640,"train",5
0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,19.2299995422363,24.2000007629395,0.49817993508865,24.2000007629395,1.94219350814819,4.5,10.539999961853,32.5,0.324307691133939,9.57999992370605,2.34315514564514,203.708587646484,2.74425005912781,11.2177495956421,-5.77099990844727,940,118,36,34.9373741149902,334,130,334,135,10.0687999725342,34.8395233154297,692.77197265625,18.1614742279053,-10.737174987793,28.8977508544922,11.2177495956421,-4.63107490539551,10631.263671875,6816.79638671875,-837,1.91266846656799,3.24078130722046,6.48268222808838,4.86173152923584,2.01149559020996,358.959167480469,581.397216796875,1.61982154846191,26777.642578125,19.6339302062988,-0.097674295306206,5.00593185424805,0.7765,0.4438,11320,11600,11920,34840,"train",5
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,15.1999998092651,34.1000022888184,0.505921062744556,34.1000022888184,1.81857860088348,4.77999973297119,8.77999973297119,27.7899990081787,0.315940987633256,7.69000005722046,2.37505912780762,194.577102661133,5.39834976196289,13.0983753204346,-2.13097500801086,2027,231,129,20.8508758544922,660,423,660,423,7.17022514343262,30.2431507110596,623.646362304688,18.1267509460449,-5.58150005340576,23.7092247009277,13.0983753204346,-1.83982503414154,18581.052734375,11417.4150390625,720,0.606115996837616,1.60540282726288,5.53520631790161,3.57030463218689,3.47223234176636,864.256591796875,1162.90356445312,1.34582555294037,19591.46484375,8.61695861816406,0.268722385168076,5.5891900062561,0.6485,0.2279,17660,21400,20140,59200,"train",5
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71000003814697,7.20000028610229,0.63490237758342,7.20000028610229,1.41754400730133,3.07999992370606,4.67999982833862,20.1700000762939,0.232027754617566,5.52999973297119,2.32664132118225,162.084030151367,9.54784965515137,18.0707492828369,1.13812494277954,1072,111,62,18.1860504150391,318,205,318,215,8.8372745513916,32.4006996154785,686.215209960938,24.7397747039795,-2.53274989128113,27.2730503082275,18.0707492828369,2.43247509002686,39882.671875,21042.041015625,-387,1.29390239715576,2.16427254676819,5.80777263641357,3.98602271080017,2.68839144706726,464.753570556641,606.986511230469,1.30605626106262,21758.958984375,2.23402333259583,-0.365414947271347,8.49321746826172,0.5319,0.5527,5520,11940,13420,30880,"train",2
0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,7.82999992370605,26.3000011444092,0.637292441856924,26.3000011444092,1.34160351753235,2.82999992370606,4.05999994277954,17.6999988555908,0.229378542671325,4.98999977111816,2.33104109764099,180.023529052734,3.76537489891052,11.6404752731323,-3.63459992408752,1620,178,71,28.7218246459961,511,249,496,251,7.60967493057251,30.7175998687744,628.314270019531,17.1743755340576,-7.59622478485107,24.7702255249023,11.2687253952026,-3.00297498703003,11601.537109375,8013.837890625,-88,1.03988456726074,3.08851861953735,6.25863361358643,4.67357587814331,2.06336355209351,634.436828613281,985.5166015625,1.5534702539444,25714.3203125,18.7419509887695,-2.59437489509583,4.90183544158935,0.5445,0.4776,15240,24700,13740,53680,"train",3
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,16.5599994659424,28.2000007629395,0.625603864177884,28.2000007629395,1.99785566329956,3.22000002861023,6.94999980926514,33.2999992370605,0.20870870776268,10.3599996566772,2.36517286300659,264.378204345703,7.59377479553223,15.6873750686646,-0.46654999256134,1527,188,79,30.146125793457,540,262,540,262,7.66020011901855,30.4342498779297,656.956481933594,21.1794490814209,-3.98942494392395,25.1688995361328,15.6873750686646,-0.46654999256134,25356.03125,17788.802734375,112,0.867217123508453,2.0214376449585,5.70838689804077,3.86491227149963,2.87144041061401,574.364990234375,952.291931152344,1.65811192989349,21147.857421875,7.83516931533813,-0.117490731179714,6.16006088256836,0.6804,0.2941,12400,25400,26120,63920,"train",5
0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,10.75,69.5,0.68558138470317,69.5,1.6600855588913,2.5699999332428,4.40999984741211,24.1499996185303,0.182608692218294,7.36999988555908,2.32525086402893,84.8802642822266,1.69207501411438,9.79927539825439,-6.24082517623901,992,120,45,30.7094745635986,345,153,345,161,8.90499973297119,33.1272735595703,658.453552246094,15.9629497528076,-10.911675453186,26.8752002716064,9.79927539825439,-5.43625020980835,8224.8642578125,4910.01123046875,-127,1.0432767868042,1.29748773574829,4.81281328201294,3.05515050888061,4.06922101974487,393.115020751953,599.39892578125,1.52543187141419,16840.44140625,25.3131008148193,-3.27137684822083,4.77363204956055,0.7737,0.5069,11420,14540,7680,33640,"train",5
0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,18.0399990081787,51,0.584811572658727,51,1.99581003189087,2.40999984741211,8.42000007629395,33.4599990844727,0.251643762901395,10.5500001907349,2.24240303039551,203.162811279297,9.58565044403076,18.151725769043,1.00242495536804,1117,128,61,26.527774810791,376,199,376,206,8.47154998779297,31.3832740783691,694.79248046875,24.471399307251,-2.52309989929199,26.9943504333496,17.6535758972168,2.33832502365112,40485.59375,24795.841796875,-359,1.24861013889313,2.22565650939941,5.84434461593628,4.03500080108643,2.64107203483581,439.121734619141,677.828735351562,1.54361224174499,22023.962890625,4.54086494445801,-0.12658978998661,7.43305587768555,0.7734,0.5885,11560,13720,8960,34240,"train",4
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,14.6099996566772,52.5,0.535249820574104,52.5,1.81604874134064,3.80999994277954,7.86999988555908,27.5299987792969,0.285869968562348,7.81999969482422,2.39330530166626,171.522216796875,9.1766996383667,17.6834754943848,0.65200001001358,1150,121,69,20.4498748779297,362,223,359,232,8.20452499389648,30.8523998260498,690.452270507812,23.7733745574951,-2.81984996795654,26.5926990509033,16.0715751647949,1.95402503013611,35563.390625,20431.85546875,-278,1.17380237579346,2.0587375164032,5.74701452255249,3.90287613868713,2.79228377342224,481.931427001953,667.740417480469,1.38556790351868,21312.19140625,1.06252264976502,0.214680954813957,9.4521484375,0.8409,0.559,7760,8880,9840,26480,"train",4
0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.53999996185303,17.7000007629395,0.611620798674539,17.7000007629395,1.14680564403534,1.68999993801117,3.18999981880188,12.8199996948242,0.248829944987422,4,2.3663227558136,189.871276855469,9.73289966583252,18.3288993835449,1.12467503547669,1088,120,64,22.3515243530273,353,208,351,215,8.53489971160889,31.4931755065918,696.944946289062,24.7234992980957,-2.37855005264282,27.1022758483887,16.6956748962402,2.47977495193481,41067.671875,25564.927734375,-341,1.24087595939636,2.07366013526917,5.74030017852783,3.90698003768921,2.76946353912354,450.608520507812,637.506469726562,1.41477787494659,21320.208984375,1.1965959072113,-0.063131064176559,9.03646659851074,0.4329,0.6226,6180,15500,13320,35000,"train",4
0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,20.0399990081787,45.7999992370605,0.469560893868892,45.7999992370605,1.99298024177551,5.52999973297119,13.5199995040894,33.9500007629395,0.398232671583562,9.40999984741211,2.39217400550842,192.422134399414,7.78772497177124,15.9847249984741,-0.462325006723404,1589,180,103,22.4588756561279,532,332,532,333,8.64132499694824,32.5498008728027,668.439331054688,22.1575508117676,-4.38835000991821,26.5450744628906,15.9847249984741,0.87642502784729,24985.697265625,17929.802734375,363,0.726527512073517,1.62635123729706,5.07390594482422,3.35012865066528,3.67327690124512,667.259460449219,922.243469238281,1.38245356082916,18329.3203125,15.8907508850098,0.284539788961411,5.3228611946106,0.789,0.3644,10320,13840,11880,36040,"train",3
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,11.3299999237061,31.5,0.820829678142912,31.5,1.74639666080475,2.3899998664856,4.40999984741211,31.4799995422363,0.140088942552088,9.30000019073486,2.36735391616821,180.655960083008,9.47560024261475,17.9183750152588,0.882775008678436,1533,190,81,31.494800567627,559,266,559,266,8.74475002288818,32.1563987731934,690.473754882812,24.1571254730225,-3.03712511062622,27.1939258575439,17.9183750152588,0.882775008678436,38501.12890625,22952.330078125,-22,0.984045386314392,2.63729953765869,5.8643012046814,4.25080060958862,2.2514054775238,573.513244628906,959.055908203125,1.6734561920166,23211.05078125,14.5810995101929,-3.4713921546936,5.85706663131714,0.5853,0.4904,15340,26460,16000,57800,"train",4
0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13.7599992752075,17.8000011444092,0.539244185341346,17.8000011444092,1.74601876735687,3.50999999046326,7.03999996185303,25.4499988555908,0.276620836087248,7.41999959945679,2.36585187911987,166.015045166016,2.48125004768372,10.7590503692627,-5.81414985656738,967,134,49,35.4227752685547,368,158,368,166,9.36030006408691,33.8622016906738,678.726806640625,17.277624130249,-10.3597249984741,27.6364250183105,10.7590503692627,-2.34340000152588,9858.4736328125,6166.3876953125,-846,1.91444170475006,3.4039614200592,6.52148294448853,4.96272230148315,1.92157351970673,375.778350830078,591.480651855469,1.57399964332581,27349.572265625,21.2503604888916,-0.050134964287281,5.24104690551758,0.8046,0.386,10800,12360,13440,36600,"train",5
